,Date,Ticker,Open,High,Low,Close,Adj Close,Volume
62,2026-06-17,ENB.TO,77.98999786376953,78.13999938964844,76.73999786376953,76.9000015258789,76.9000015258789,7545300.0
63,2026-06-17,RTX,188.75,193.4600067138672,186.3800048828125,192.5800018310547,192.5800018310547,7530100.0
64,2026-06-17,DRAM,71.75,73.13999938964844,69.61000061035156,69.94999694824219,69.94999694824219,41820000.0
65,2026-06-17,ZEB.TO,73.19000244140625,74.02999877929688,73.19000244140625,73.86000061035156,73.86000061035156,1954300.0
66,2026-06-18,ZEQT.TO,23.43000030517578,23.43000030517578,23.290000915527344,23.3799991607666,23.3799991607666,159800.0
67,2026-06-18,DGRO,75.38999938964844,75.4000015258789,74.75299835205078,74.81999969482422,74.81999969482422,1884100.0
68,2026-06-18,SCHD,31.969999313354492,31.979999542236328,31.75,31.860000610351562,31.860000610351562,21237300.0
69,2026-06-18,INDA,49.84000015258789,49.869998931884766,49.4900016784668,49.58000183105469,49.58000183105469,5026100.0
70,2026-06-18,SPLG,,,,,,
71,2026-06-18,T,22.459999084472656,22.520000457763672,21.989999771118164,22.010000228881836,22.010000228881836,94242900.0
72,2026-06-18,BN,45.09000015258789,45.31999969482422,44.2400016784668,44.439998626708984,44.439998626708984,3709000.0
73,2026-06-18,VDY.TO,75.76000213623047,75.83000183105469,75.27999877929688,75.52999877929688,75.52999877929688,235800.0
74,2026-06-18,BRK,,,,,,
75,2026-06-18,XEQT.TO,45.52000045776367,45.52000045776367,45.29999923706055,45.439998626708984,45.439998626708984,544200.0
76,2026-06-18,SPYM,88.0,88.05999755859375,87.55999755859375,87.88999938964844,87.88999938964844,9992200.0
77,2026-06-18,NVDA,207.3300018310547,211.38999938964844,206.5,210.69000244140625,210.69000244140625,241272000.0
78,2026-06-18,NBIS,298.20001220703125,298.79998779296875,275.57501220703125,286.69000244140625,286.69000244140625,36625500.0
79,2026-06-18,HIMS,32.599998474121094,35.599998474121094,32.59000015258789,35.470001220703125,35.470001220703125,31903500.0
80,2026-06-18,AAPL,298.1099853515625,300.57000732421875,295.6199951171875,298.010009765625,298.010009765625,85962200.0
81,2026-06-18,WN.TO,102.87999725341797,104.45999908447266,102.87999725341797,103.33999633789062,103.33999633789062,254200.0
82,2026-06-18,AXTI,96.5,98.0199966430664,81.0,84.56999969482422,84.56999969482422,12348700.0
83,2026-06-18,PLTR,130.83999633789062,131.42999267578125,125.01000213623047,128.47000122070312,128.47000122070312,55338000.0
84,2026-06-18,PZA,23.450000762939453,23.489999771118164,23.43000030517578,23.489999771118164,23.489999771118164,1054200.0
85,2026-06-18,NOW,95.30999755859375,96.23999786376953,92.44999694824219,95.04000091552734,95.04000091552734,36337200.0
86,2026-06-18,NOC,552.1400146484375,553.5,515.3800048828125,521.5,521.5,2402900.0
87,2026-06-18,META,572.8200073242188,580.219970703125,563.0999755859375,577.219970703125,577.219970703125,28824600.0
88,2026-06-18,SMH,648.5499877929688,663.7999877929688,648.1500244140625,659.8800048828125,659.8800048828125,11229700.0
89,2026-06-18,CDZ.TO,45.689998626708984,45.900001525878906,45.650001525878906,45.83000183105469,45.83000183105469,13600.0
90,2026-06-18,AXON,424.8900146484375,428.04998779296875,402.0,423.3999938964844,423.3999938964844,1919200.0
91,2026-06-18,L,107.70999908447266,107.94999694824219,106.58000183105469,107.27999877929688,107.27999877929688,1707800.0
92,2026-06-18,VFV.TO,187.9199981689453,188.60000610351562,187.3300018310547,188.39999389648438,188.39999389648438,312100.0
93,2026-06-18,ZGLD.TO,64.70999908447266,64.70999908447266,63.790000915527344,63.88999938964844,63.88999938964844,13500.0
94,2026-06-18,MCD,284.3800048828125,284.760009765625,277.92999267578125,278.6099853515625,278.6099853515625,8106400.0
95,2026-06-18,ENB.TO,76.51000213623047,77.25,75.86000061035156,77.11000061035156,77.11000061035156,4160500.0
96,2026-06-18,RTX,194.0,194.1699981689453,184.4199981689453,185.60000610351562,185.60000610351562,8866400.0
97,2026-06-18,DRAM,75.25,77.69999694824219,75.0,76.70999908447266,76.70999908447266,52595700.0
98,2026-06-18,ZEB.TO,74.37999725341797,74.63999938964844,74.11000061035156,74.23999786376953,74.23999786376953,1789000.0
